"GEOID","State","county_name","mvi_3_bins","Th1_3_bins","Th2_3_bins","Th3_3_bins","Th4_3_bins","Th5_3_bins","Th6_3_bins","mvi","Th1","Th2","Th3","Th4","Th5","Th6","pop_wra","pop_wra_black","pop_wra_white","pop_wra_hisplatino","pop_wra_asian","pop_wra_native","pop_wra_pacificisland","pop_wra_mixed","pop_wra_other","pct_wra_black","pct_wra_white","pct_wra_hisplatino","pct_wra_asian","pct_wra_native","pct_wra_pacificisland","pct_wra_mixed","pct_wra_other","mvi_state_avg","Th1_state_avg","Th2_state_avg","Th3_state_avg","Th4_state_avg","Th5_state_avg","Th6_state_avg","callout","callout1","mmr_state","mmr_state_blurb","blurb","pct_lbw","pct_ptb","pop_wra_within_state_rank"
"02070","Alaska","Dillingham ","High","Low","Moderate","Moderate","High","High","High",75.4218401782872,11.4613180515759,59.694364851958,53.4543139127666,91.9134033747214,86.8513212352754,92.1044253422477,996,13,168,11,16,734,0,61,4,1.30522088353414,16.8674698795181,1.10441767068273,1.60642570281124,73.6947791164659,0,6.12449799196787,0.401606425702811,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Dillingham  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Dillingham (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,17
"02290","Alaska","Yukon-Koyukuk ","High","Low","Moderate","Moderate","High","High","High",77.6504297994269,23.3683540273798,63.6103151862464,59.1531359439669,80.4520853231455,91.1174785100286,86.9149952244508,914,1,164,22,9,663,0,72,5,0.109409190371991,17.9431072210066,2.40700218818381,0.984682713347921,72.5382932166302,0,7.87746170678337,0.547045951859956,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Socioeconomic determinants","On average, women in Yukon-Koyukuk  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Yukon-Koyukuk (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #9FC7D3"";>Socioeconomic determinants</b></p>.","22","22 deaths per 100,000 live births","Socioeconomic determinants of health include educational attainment, poverty and food insecurity, and social support.",NA,NA,19
"02016","Alaska","Aleutians West ","Moderate","Low","Low","Low","High","Low","High",34.4794651384909,18.7838268067494,25.9471505889844,9.77395733842725,79.6561604584527,22.3177332059854,81.1524992040751,964,13,182,87,511,117,27,73,41,1.34854771784232,18.8796680497925,9.02489626556017,53.0082987551867,12.1369294605809,2.80082987551867,7.57261410788382,4.25311203319502,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Aleutians West  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Aleutians West (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,18
"02198","Alaska","Prince of Wales-Hyder","Moderate","Low","High","Moderate","High","Moderate","High",59.24864692773,17.7968799745304,67.9401464501751,44.5717924227953,90.6080865966253,38.5864374403056,78.5737026424706,1001,0,413,25,14,438,6,130,0,0,41.2587412587413,2.4975024975025,1.3986013986014,43.7562437562438,0.599400599400599,12.987012987013,0,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Prince of Wales-Hyder county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Prince of Wales-Hyder(CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,16
"02240","Alaska","Southeast Fairbanks ","Moderate","Moderate","Low","Low","High","Moderate","Moderate",43.0117796879975,35.1162050302451,27.2524673670805,28.5577841451767,78.9875835721108,51.8624641833811,52.531041069723,1114,11,824,94,26,174,10,29,40,0.987432675044883,73.967684021544,8.43806104129264,2.33393177737881,15.6193895870736,0.897666068222621,2.6032315978456,3.59066427289048,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Southeast Fairbanks  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Southeast Fairbanks (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,15
"02188","Alaska","Northwest Arctic ","High","Low","High","Moderate","High","High","High",80.0382043935053,6.52658389048074,80.9296402419612,60.2992677491245,96.2750716332378,96.3705826170009,73.2569245463228,1442,14,92,7,13,1270,1,52,0,0.970873786407767,6.38002773925104,0.485436893203883,0.901525658807212,88.0721220527046,0.0693481276005548,3.60610263522885,0,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Socioeconomic determinants","On average, women in Northwest Arctic  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Northwest Arctic (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #9FC7D3"";>Socioeconomic determinants</b></p>.","22","22 deaths per 100,000 live births","Socioeconomic determinants of health include educational attainment, poverty and food insecurity, and social support.",NA,NA,14
"02158","Alaska","Kusilvak ","High","Low","Low","Moderate","High","High","High",70.5507800063674,19.4524036930914,19.6115886660299,66.4438077045527,95.3836357847819,98.3763132760267,78.8283985991722,1555,0,19,0,0,1502,0,34,0,0,1.22186495176849,0,0,96.5916398713826,0,2.18649517684887,0,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Socioeconomic determinants","On average, women in Kusilvak  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Kusilvak (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #9FC7D3"";>Socioeconomic determinants</b></p>.","22","22 deaths per 100,000 live births","Socioeconomic determinants of health include educational attainment, poverty and food insecurity, and social support.",NA,NA,13
"02220","Alaska","Sitka ","Low","Low","Low","Low","Moderate","Low","Moderate",5.28494110156001,4.90289716650748,4.39350525310411,21.2989493791786,42.8207577204712,15.9503342884432,35.4027379815345,1661,19,1027,120,126,185,1,291,12,1.14388922335942,61.8302227573751,7.22456351595425,7.58579169175196,11.1378687537628,0.0602046959662854,17.519566526189,0.722456351595424,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Sitka  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Sitka (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,10
"02261","Alaska","Valdez-Cordova ","Low","Low","Low","Low","High","Low","Moderate",17.0964660936008,2.41961158866603,25.883476599809,16.7144221585482,67.2397325692455,13.5307226997771,50.4297994269341,1628,0,1107,88,169,222,4,87,39,0,67.997542997543,5.40540540540541,10.3808353808354,13.6363636363636,0.245700245700246,5.34398034398034,2.3955773955774,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Valdez-Cordova  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Valdez-Cordova (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,11
"02185","Alaska","North Slope ","Moderate","Low","Moderate","Moderate","High","Moderate","High",58.1343521171601,9.07354345749761,45.3358802929003,35.3390639923591,84.14517669532,65.8389048073862,94.2375039796243,1560,25,249,27,159,911,45,171,0,1.6025641025641,15.9615384615385,1.73076923076923,10.1923076923077,58.3974358974359,2.88461538461538,10.9615384615385,0,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in North Slope  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>North Slope (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,12
"02180","Alaska","Nome ","High","Low","Moderate","Moderate","High","High","High",75.4218401782872,7.5772047118752,62.7507163323782,62.2731614135626,85.9917223814072,86.5329512893983,90.3533906399236,1968,24,325,52,6,1506,4,103,0,1.21951219512195,16.5142276422764,2.64227642276423,0.304878048780488,76.5243902439024,0.203252032520325,5.23373983739837,0,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Nome  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Nome (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,9
"02150","Alaska","Kodiak Island ","Low","Low","Low","Low","Moderate","Low","High",15.4409423750398,7.70455269022604,14.1674625915314,3.24737344794651,52.6265520534862,20.9169054441261,70.3279210442534,2768,20,1519,312,586,346,36,216,45,0.722543352601156,54.8771676300578,11.271676300578,21.1705202312139,12.5,1.30057803468208,7.80346820809249,1.6257225433526,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Kodiak Island  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Kodiak Island (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,7
"02130","Alaska","Ketchikan Gateway ","Low","Low","Moderate","Low","Moderate","Moderate","Moderate",23.5593759949061,9.45558739255014,41.3880929640242,20.7895574657752,38.3635784781917,36.7717287488061,53.8363578478192,2493,17,1535,147,227,394,13,256,51,0.681909346169274,61.5724027276374,5.89651022864019,9.10549538708383,15.8042519053349,0.521460088247092,10.2687525070197,2.04572803850782,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Ketchikan Gateway  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Ketchikan Gateway (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,8
"02050","Alaska","Bethel ","High","Low","Moderate","Moderate","High","High","High",73.8299904489016,8.02292263610315,61.4772365488698,63.9286851321235,84.3680356574339,97.0073225087552,73.5752944921999,3712,6,445,88,26,3048,0,152,35,0.161637931034483,11.9881465517241,2.37068965517241,0.700431034482759,82.1120689655172,0,4.0948275862069,0.942887931034483,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Socioeconomic determinants","On average, women in Bethel  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Bethel (CA) is most vulnerable due to <p><b style=""border-bottom:2px solid #9FC7D3"";>Socioeconomic determinants</b></p>.","22","22 deaths per 100,000 live births","Socioeconomic determinants of health include educational attainment, poverty and food insecurity, and social support.",NA,NA,6
"02110","Alaska","Juneau ","Low","Low","Low","Low","Moderate","Low","Low",5.88984399872652,0.795924864692773,8.150270614454,27.3479783508437,50.4616364215218,21.0124164278892,20.375676536135,6429,60,4179,507,464,614,24,930,158,0.933271115258983,65.0023331777881,7.88614092393841,7.21729662466947,9.55047441281692,0.373308446103593,14.4657022865142,2.45761393684865,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Juneau  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Juneau (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,5
"02122","Alaska","Kenai Peninsula ","Moderate","Low","Low","Low","High","Low","High",42.8525947150589,0.923272843043617,32.7921044253423,30.6590257879656,97.8350843680357,29.2581980261063,82.3623049984081,9847,46,7669,492,229,949,33,656,265,0.467147354524221,77.8815883010054,4.99644561795471,2.32558139534884,9.63745303138012,0.335127449984767,6.66192749060628,2.6911749771504,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Kenai Peninsula  county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Kenai Peninsula (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,4
"02090","Alaska","Fairbanks North Star ","Low","Low","Low","Low","Moderate","Low","Moderate",4.55269022604266,2.0375676536135,10.4106972301815,12.6392868513212,40.75135307227,11.4931550461636,41.8019738936644,20445,937,14859,1968,741,1972,69,1654,213,4.58302763511861,72.6779163609685,9.62582538517975,3.62435803374908,9.64539007092199,0.337490829053558,8.08999755441428,1.04181951577403,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Fairbanks North Star  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Fairbanks North Star (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,2
"02170","Alaska","Matanuska-Susitna ","Low","Low","Low","Low","High","Low","Moderate",19.5160776822668,5.98535498248965,18.2107609041706,29.7994269340974,71.919770773639,26.0108245781598,34.0019102196753,20096,208,16275,1233,482,1456,78,1535,62,1.03503184713376,80.9862659235669,6.13554936305732,2.3984872611465,7.24522292993631,0.388136942675159,7.63833598726115,0.308519108280255,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"General healthcare","On average, women in Matanuska-Susitna  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Matanuska-Susitna (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #F37940"";>General healthcare</b></p>.","22","22 deaths per 100,000 live births","General Healthcare measures the accessibility, affordability and utilization of healthcare, including insurance coverage and the state’s Medicaid expansion status.",NA,NA,3
"02020","Alaska","Anchorage ","Low","Low","Low","Low","Moderate","Low","Moderate",12.7984718242598,0.604902897166507,28.6851321235275,19.2613817255651,34.9888570518943,32.4100604902897,41.2289079910856,62160,3448,36631,6368,6953,5864,1707,5750,1807,5.54697554697555,58.9301801801802,10.2445302445302,11.1856499356499,9.43371943371943,2.746138996139,9.25032175032175,2.90701415701416,20.732475250319,3.73573808118271,26.4400454978841,24.192358918314,53.1380111397942,32.3420378206209,47.2257567255719,"Physical environment","On average, women in Anchorage  county are less vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alaska.<br>Anchorage (B) is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","22","22 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",6.7,9.6,1
"01063","Alabama","Greene","High","Moderate","High","High","High","High","High",96.7207895574658,33.3970073225088,98.0261063355619,93.3460681311684,74.0528494110156,93.3779051257561,96.1158866602993,1517,1301,197,0,0,19,0,0,0,85.7613711272248,12.9861568885959,0,0,1.2524719841793,0,0,0,87.1779239903428,45.1787313906924,84.3680128906709,90.478863820473,72.0761038166921,69.2423204454663,82.7930326974789,"Physical health","On average, women in Greene county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alabama.<br>Greene is most vulnerable due to <p><b style=""border-bottom:2px solid #EAAC2C"";>Physical health</b></p>.","39","39 deaths per 100,000 live births","Physical health status, including prevalence of noncommunicable diseases and STIs, can increase the risk of complications and/or death during and after pregnancy.",NA,NA,67
"01105","Alabama","Perry","High","Moderate","High","High","High","High","High",98.6946832219039,51.544094237504,97.9624323463865,98.8220312002547,96.5616045845272,72.6520216491563,91.3721744667303,2015,1370,631,17,0,0,0,0,14,67.9900744416873,31.3151364764268,0.843672456575682,0,0,0,0,0.694789081885856,87.1779239903428,45.1787313906924,84.3680128906709,90.478863820473,72.0761038166921,69.2423204454663,82.7930326974789,"Mental health & substance abuse","On average, women in Perry county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alabama.<br>Perry is most vulnerable due to <p><b style=""border-bottom:2px solid #5D7384"";>Mental health & substance abuse</b></p>.","39","39 deaths per 100,000 live births","Stress, mental illness and substance abuse can negatively impact the health and well-being of mothers and their children during and after pregnancy.",NA,NA,62
"01085","Alabama","Lowndes","High","Moderate","High","High","High","High","High",98.8220312002547,43.4893346068131,99.6816300541229,92.6774912448265,91.7542184017829,83.0627188793378,99.9681630054123,1760,1461,297,15,0,0,0,2,0,83.0113636363636,16.875,0.852272727272727,0,0,0,0.113636363636364,0,87.1779239903428,45.1787313906924,84.3680128906709,90.478863820473,72.0761038166921,69.2423204454663,82.7930326974789,"Physical environment","On average, women in Lowndes county are more vulnerable to adverse maternal health outcomes due to county-level conditions than the average woman in the state of Alabama.<br>Lowndes is most vulnerable due to <p><b style=""border-bottom:2px solid #499D9E"";>Physical environment</b></p> .","39","39 deaths per 100,000 live births","Environmental factors that influence maternal health outcomes include violent crime rates, housing conditions, pollution, and access to transportation.",NA,NA,64
